BT_Cry10Aa4	621	domain1	all
BT_Cry11Aa1	546	domain1	all
BT_Cry11Ba1	537	domain1	all
BT_Cry11Bb1	522	domain1	all
BT_Cry12Aa1	594	domain1	all
BT_Cry13Aa1	651	domain1	all
BT_Cry14Aa1	672	domain1	all
BT_Cry14Ab1	672	domain1	all
BT_Cry16Aa1	597	domain1	all
BT_Cry17Aa1	606	domain1	all
BT_Cry18Aa1	570	domain1	all
BT_Cry18Ba1	570	domain1	all
BT_Cry18Ca1	576	domain1	all
BT_Cry19Aa1	609	domain1	all
BT_Cry19Ba1	594	domain1	all
BT_Cry19Ca1	591	domain1	all
BT_Cry1A-like	366	domain1	all
BT_Cry1Aa1	603	domain1	all
BT_Cry1Aa10	603	domain1	all
BT_Cry1Aa14	603	domain1	all
BT_Cry1Aa15	603	domain1	all
BT_Cry1Aa17	603	domain1	all
BT_Cry1Aa2	603	domain1	all
BT_Cry1Aa20	603	domain1	all
BT_Cry1Aa21	603	domain1	all
BT_Cry1Aa24	603	domain1	all
BT_Cry1Aa7	603	domain1	all
BT_Cry1Ab12	603	domain1	all
BT_Cry1Ab16	603	domain1	all
BT_Cry1Ab17	603	domain1	all
BT_Cry1Ab18	603	domain1	all
BT_Cry1Ab19	603	domain1	all
BT_Cry1Ab2	603	domain1	all
BT_Cry1Ab21	603	domain1	all
BT_Cry1Ab22	603	domain1	all
BT_Cry1Ab24	603	domain1	all
BT_Cry1Ab26	603	domain1	all
BT_Cry1Ab27	603	domain1	all
BT_Cry1Ab30	603	domain1	all
BT_Cry1Ab31	603	domain1	all
BT_Cry1Ab32	603	domain1	all
BT_Cry1Ab33	603	domain1	all
BT_Cry1Ab34	603	domain1	all
BT_Cry1Ab6	603	domain1	all
BT_Cry1Ab7	603	domain1	all
BT_Cry1Ab8	603	domain1	all
BT_Cry1Ac12	603	domain1	all
BT_Cry1Ac13	603	domain1	all
BT_Cry1Ac15	603	domain1	all
BT_Cry1Ac18	603	domain1	all
BT_Cry1Ac19	603	domain1	all
BT_Cry1Ac20	603	domain1	all
BT_Cry1Ac22	603	domain1	all
BT_Cry1Ac24	603	domain1	all
BT_Cry1Ac25	603	domain1	all
BT_Cry1Ac27	603	domain1	all
BT_Cry1Ac28	603	domain1	all
BT_Cry1Ac29	603	domain1	all
BT_Cry1Ac30	603	domain1	all
BT_Cry1Ac33	603	domain1	all
BT_Cry1Ac35	603	domain1	all
BT_Cry1Ac36	603	domain1	all
BT_Cry1Ac37	603	domain1	all
BT_Cry1Ac38	603	domain1	all
BT_Cry1Ac39	603	domain1	all
BT_Cry1Ac4	603	domain1	all
BT_Cry1Ac6	603	domain1	all
BT_Cry1Ac8	603	domain1	all
BT_Cry1Ac9	603	domain1	all
BT_Cry1Ad1	603	domain1	all
BT_Cry1Ad2	603	domain1	all
BT_Cry1Ae1	603	domain1	all
BT_Cry1Af1	594	domain1	all
BT_Cry1Ag1	603	domain1	all
BT_Cry1Ah2	603	domain1	all
BT_Cry1Ai1	603	domain1	all
BT_Cry1Ba1	603	domain1	all
BT_Cry1Ba6	603	domain1	all
BT_Cry1Ba7	603	domain1	all
BT_Cry1Bb1	603	domain1	all
BT_Cry1Bd1	603	domain1	all
BT_Cry1Bd2	603	domain1	all
BT_Cry1Be1	603	domain1	all
BT_Cry1Be3	603	domain1	all
BT_Cry1Bf1	603	domain1	all
BT_Cry1Bg1	603	domain1	all
BT_Cry1Bh1	603	domain1	all
BT_Cry1Bi1	603	domain1	all
BT_Cry1Bj1	603	domain1	all
BT_Cry1Ca11	603	domain1	all
BT_Cry1Ca2	603	domain1	all
BT_Cry1Ca3	603	domain1	all
BT_Cry1Ca4	603	domain1	all
BT_Cry1Cb1	603	domain1	all
BT_Cry1Da1	603	domain1	all
BT_Cry1Da4	603	domain1	all
BT_Cry1Db1	603	domain1	all
BT_Cry1Ea10	603	domain1	all
BT_Cry1Ea2	603	domain1	all
BT_Cry1Ea4	603	domain1	all
BT_Cry1Ea7	603	domain1	all
BT_Cry1Eb1	597	domain1	all
BT_Cry1Fa1	603	domain1	all
BT_Cry1Fa3	603	domain1	all
BT_Cry1Fa4	603	domain1	all
BT_Cry1Fb1	603	domain1	all
BT_Cry1Fb3	603	domain1	all
BT_Cry1Fb6	603	domain1	all
BT_Cry1Ga2	591	domain1	all
BT_Cry1Gb1	591	domain1	all
BT_Cry1Gb2	591	domain1	all
BT_Cry1Ha1	588	domain1	all
BT_Cry1Hb1	588	domain1	all
BT_Cry1Ia11	603	domain1	all
BT_Cry1Ia12	603	domain1	all
BT_Cry1Ia13	603	domain1	all
BT_Cry1Ia15	603	domain1	all
BT_Cry1Ia18	603	domain1	all
BT_Cry1Ia2	603	domain1	all
BT_Cry1Ia20	600	domain1	all
BT_Cry1Ia21	603	domain1	all
BT_Cry1Ia22	603	domain1	all
BT_Cry1Ia24	603	domain1	all
BT_Cry1Ia25	603	domain1	all
BT_Cry1Ia26	603	domain1	all
BT_Cry1Ia28	603	domain1	all
BT_Cry1Ia29	603	domain1	all
BT_Cry1Ia3	603	domain1	all
BT_Cry1Ia30	603	domain1	all
BT_Cry1Ia31	603	domain1	all
BT_Cry1Ia32	603	domain1	all
BT_Cry1Ia33	603	domain1	all
BT_Cry1Ia4	603	domain1	all
BT_Cry1Ia6	603	domain1	all
BT_Cry1Ia7	603	domain1	all
BT_Cry1Ia8	603	domain1	all
BT_Cry1Ib1	603	domain1	all
BT_Cry1Ib2	603	domain1	all
BT_Cry1Ib4	603	domain1	all
BT_Cry1Ib7	603	domain1	all
BT_Cry1Ib8	603	domain1	all
BT_Cry1Ic1	597	domain1	all
BT_Cry1Id1	603	domain1	all
BT_Cry1Ie1	603	domain1	all
BT_Cry1Ie3	603	domain1	all
BT_Cry1Ie4	603	domain1	all
BT_Cry1Ie5	603	domain1	all
BT_Cry1Ig1	603	domain1	all
BT_Cry1Ja1	603	domain1	all
BT_Cry1Ja3	603	domain1	all
BT_Cry1Jb1	603	domain1	all
BT_Cry1Jd1	603	domain1	all
BT_Cry1Ka1	606	domain1	all
BT_Cry1Ka2	603	domain1	all
BT_Cry1La1	579	domain1	all
BT_Cry1La2	579	domain1	all
BT_Cry1Ma1	603	domain1	all
BT_Cry1Na1	600	domain1	all
BT_Cry1Nb1	600	domain1	all
BT_Cry20Aa1	600	domain1	all
BT_Cry20Ba2	591	domain1	all
BT_Cry21Aa1	696	domain1	all
BT_Cry21Ba1	687	domain1	all
BT_Cry21Ca1	711	domain1	all
BT_Cry21Da1	729	domain1	all
BT_Cry21Fa1	690	domain1	all
BT_Cry21Ga1	648	domain1	all
BT_Cry21Ha1	666	domain1	all
BT_Cry24Ca1	633	domain1	all
BT_Cry24Da1	633	domain1	all
BT_Cry26Aa1	606	domain1	all
BT_Cry27Aa1	597	domain1	all
BT_Cry28Aa1	615	domain1	all
BT_Cry28Aa2	615	domain1	all
BT_Cry29Aa1	606	domain1	all
BT_Cry2Aa10	579	domain1	all
BT_Cry2Aa13	579	domain1	all
BT_Cry2Aa14	579	domain1	all
BT_Cry2Aa15	579	domain1	all
BT_Cry2Aa16	579	domain1	all
BT_Cry2Aa17	579	domain1	all
BT_Cry2Aa3	579	domain1	all
BT_Cry2Aa5	579	domain1	all
BT_Cry2Aa6	579	domain1	all
BT_Cry2Aa8	579	domain1	all
BT_Cry2Ab11	579	domain1	all
BT_Cry2Ab12	579	domain1	all
BT_Cry2Ab13	579	domain1	all
BT_Cry2Ab14	579	domain1	all
BT_Cry2Ab15	579	domain1	all
BT_Cry2Ab19	579	domain1	all
