cluster	domain	id
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.17081260364843
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.17081260364843
BT_Cry1Aa10	domain1	99.17081260364843
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.33665008291874
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	100.0
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.83416252072969
BT_Cry1Aa10	domain1	99.50248756218906
BT_Cry1Aa10	domain1	99.66832504145937
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	98.79101899827289
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	98.79101899827289
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	98.96373056994818
BT_Cry2Ac10	domain1	98.79101899827289
BT_Cry2Ac10	domain1	98.79101899827289
BT_Cry2Ac10	domain1	98.96373056994818
BT_Cry2Ac10	domain1	98.79101899827289
BT_Cry2Ac10	domain1	98.61830742659758
BT_Cry2Ac10	domain1	98.96373056994818
BT_Cry2Ac10	domain1	99.13644214162349
BT_Cry2Ac10	domain1	98.96373056994818
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.48186528497409
BT_Cry2Ac10	domain1	99.8272884283247
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.3091537132988
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry2Ac10	domain1	100.0
BT_Cry2Ac10	domain1	99.65457685664938
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.66832504145937
BT_Cry1Ac39	domain1	99.17081260364843
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	100.0
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.83416252072969
BT_Cry1Ac39	domain1	99.50248756218906
