197.247706422018	6.66117351324255E-96	domain3	0
298	6.66117351324255E-96	domain3	0
283.698296836983	5.00736297597416E-78	domain3	2
199	5.00736297597416E-78	domain3	2
275.65011820331	1.56635601892342E-73	domain3	3
199	1.56635601892342E-73	domain3	3
290.977443609023	3.75861913117583E-66	domain3	6
199	3.75861913117583E-66	domain3	6
286.324786324786	1.59387043178865E-65	domain3	8
199	1.59387043178865E-65	domain3	8
279.398148148148	1.38880405186517E-79	domain3	10
199	1.38880405186517E-79	domain3	10
292.857142857143	2.07402718023579E-54	domain3	13
199	2.07402718023579E-54	domain3	13
195.447154471545	2.52746788663148E-54	domain3	14
274.754901960784	2.52746788663148E-54	domain3	14
197.101449275362	2.09675279194536E-51	domain3	17
298	2.09675279194536E-51	domain3	17
200	1.75834688357883E-50	domain3	19
298	1.75834688357883E-50	domain3	19
86.2838915470494	1.80982229435009E-47	domain2	22
183.258594917788	1.80982229435009E-47	domain2	22
286.923076923077	2.50297015500022E-45	domain3	23
199	2.50297015500022E-45	domain3	23
197.993827160494	4.41858193216353E-43	domain3	24
298	4.41858193216353E-43	domain3	24
193.838862559242	2.35967624962378E-37	domain3	27
298	2.35967624962378E-37	domain3	27
193.506493506493	9.86245315490051E-37	domain3	28
298	9.86245315490051E-37	domain3	28
288.322717622081	1.50083416362365E-36	domain3	29
199	1.50083416362365E-36	domain3	29
271.12676056338	7.02393361187483E-35	domain3	32
199	7.02393361187483E-35	domain3	32
106.074074074074	2.07932203031603E-34	domain1	34
2	2.07932203031603E-34	domain1	34
196	1.13020844595917E-33	domain3	36
298.989898989899	1.13020844595917E-33	domain3	36
283.838383838384	5.3227085765619E-33	domain3	37
199	5.3227085765619E-33	domain3	37
101.651651651652	2.13845294697327E-32	domain1	38
2	2.13845294697327E-32	domain1	38
284.635416666667	2.17926948594395E-32	domain3	39
199	2.17926948594395E-32	domain3	39
192.056074766355	2.65031811680995E-29	domain3	44
298	2.65031811680995E-29	domain3	44
84.5679012345679	4.49334253419359E-28	domain1	45
1	4.49334253419359E-28	domain1	45
84.3434343434343	1.92524661821035E-35	domain1	47
1	1.92524661821035E-35	domain1	47
296.618357487923	1.01016599863632E-29	domain3	49
199	1.01016599863632E-29	domain3	49
284.541062801932	4.67220349521785E-24	domain3	51
199	4.67220349521785E-24	domain3	51
283.979328165375	1.08442857230131E-23	domain3	52
199	1.08442857230131E-23	domain3	52
199.830795262267	1.54859688549621E-23	domain3	53
298	1.54859688549621E-23	domain3	53
80.4107424960506	1.06244605411994E-25	domain1	56
1	1.06244605411994E-25	domain1	56
274.87922705314	9.7051026392098E-21	domain3	60
199	9.7051026392098E-21	domain3	60
20.5741626794258	4.85817593416315E-20	domain1	62
116.666666666667	4.85817593416315E-20	domain1	62
117.357910906298	1.73165492833619E-19	domain2	65
206.711409395973	1.73165492833619E-19	domain2	65
97.3143759873618	5.75515890763164E-27	domain2	71
196.22641509434	5.75515890763164E-27	domain2	71
285.844748858447	7.44314259461249E-20	domain3	73
199	7.44314259461249E-20	domain3	73
288.968824940048	4.19933015018201E-16	domain3	74
199	4.19933015018201E-16	domain3	74
76.5379113018598	1.71716958751672E-17	domain1	75
1	1.71716958751672E-17	domain1	75
105.027932960894	1.85080822158837E-22	domain1	78
2	1.85080822158837E-22	domain1	78
79.9368088467615	4.82298218417331E-18	domain1	84
1	4.82298218417331E-18	domain1	84
73.2057416267943	4.82568316314803E-19	domain1	87
1	4.82568316314803E-19	domain1	87
79.5644891122278	8.20465356504882E-11	domain1	95
1	8.20465356504882E-11	domain1	95
106.698564593301	2.88473967901253E-13	domain1	96
2	2.88473967901253E-13	domain1	96
286.95652173913	9.07191544108343E-10	domain3	98
199	9.07191544108343E-10	domain3	98
296.766169154229	1.66752770926974E-15	domain3	103
199	1.66752770926974E-15	domain3	103
271.004566210046	5.32723912299261E-15	domain3	104
199	5.32723912299261E-15	domain3	104
70.7936507936508	4.86848650518389E-18	domain2	107
191.666666666667	4.86848650518389E-18	domain2	107
194.063926940639	9.07191544108343E-10	domain3	109
298	9.07191544108343E-10	domain3	109
198.636363636364	2.02293818574207E-11	domain3	112
285.915492957746	2.02293818574207E-11	domain3	112
297.794117647059	2.10948521840274E-16	domain3	113
199	2.10948521840274E-16	domain3	113
109.37019969278	1.21765095196989E-14	domain1	119
2	1.21765095196989E-14	domain1	119
