ID	Domain	Curr_domain	Rec	Par	Par_type	Dom_type	Aln_type	Dataset	Ident	Unknown_flag
0	domain3	domain3	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Transferred	Extr	filt_tree	100.0
0	domain3	domain3	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Transferred	Full_dom	filt_tree	100.0
0	domain3	domain1	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Non_transferred	Extr	filt_tree	59.57446808510638
0	domain3	domain1	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Non_transferred	Full_dom	filt_tree	59.57446808510638
0	domain3	domain2	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Non_transferred	Extr	filt_tree	51.108374384236456
0	domain3	domain2	BT_Cry8Ja1	BT_Cry8Ca1	Minor	Non_transferred	Full_dom	filt_tree	51.108374384236456
0	domain3	domain3	BT_Cry8Ja1	BT_Cry8Ea2	Major	Non_transferred	Extr	filt_tree	48.96551724137931
0	domain3	domain3	BT_Cry8Ja1	BT_Cry8Ea2	Major	Non_transferred	Full_dom	filt_tree	48.96551724137931
0	domain3	domain1	BT_Cry8Ja1	BT_Cry8Ea2	Major	Transferred	Extr	filt_tree	100.0
0	domain3	domain1	BT_Cry8Ja1	BT_Cry8Ea2	Major	Transferred	Full_dom	filt_tree	100.0
0	domain3	domain2	BT_Cry8Ja1	BT_Cry8Ea2	Major	Transferred	Extr	filt_tree	99.02439024390245
0	domain3	domain2	BT_Cry8Ja1	BT_Cry8Ea2	Major	Transferred	Full_dom	filt_tree	99.02439024390245
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Transferred	Extr	filt_tree	99.42196531791907
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Transferred	Full_dom	filt_tree	86.02620087336244
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Non_transferred	Extr	filt_tree	62.129380053908356
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Non_transferred	Full_dom	filt_tree	62.129380053908356
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Non_transferred	Extr	filt_tree	48.669201520912544
